"rule_id","section_code","check_type","variable","source_regle","scope_source","decision_status","action","anomaly_count","report_path","access_level","evaluation_status","evaluation_message","correction_applied"
"Q_E_HHE_debut_SKIP","E","saut_univers","HHE_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_E_HHE_fin_MISSING","E","manquant_univers","HHE_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_E_HHE_fin_SKIP","E","saut_univers","HHE_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F1_DOMAIN","F","domaine","F1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F1_MISSING","F","manquant_univers","F1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F1_SKIP","F","saut_univers","F1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F1X_MISSING","F","manquant_univers","F1X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F1X_SKIP","F","saut_univers","F1X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F2_DOMAIN","F","domaine","F2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F2_MISSING","F","manquant_univers","F2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F2_SKIP","F","saut_univers","F2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F2X_MISSING","F","manquant_univers","F2X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F2X_SKIP","F","saut_univers","F2X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F3_DOMAIN","F","domaine","F3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F3_MISSING","F","manquant_univers","F3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F3_SKIP","F","saut_univers","F3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F3X_MISSING","F","manquant_univers","F3X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F3X_SKIP","F","saut_univers","F3X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F4_DOMAIN","F","domaine","F4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F4_MISSING","F","manquant_univers","F4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_F4_SKIP","F","saut_univers","F4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_HHF_debut_MISSING","F","manquant_univers","HHF_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_HHF_debut_SKIP","F","saut_univers","HHF_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_HHF_fin_MISSING","F","manquant_univers","HHF_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_F_HHF_fin_SKIP","F","saut_univers","HHF_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G1_DOMAIN","G","domaine","G1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G1_MISSING","G","manquant_univers","G1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G1_SKIP","G","saut_univers","G1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G2_DOMAIN","G","domaine","G2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G2_MISSING","G","manquant_univers","G2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G2_SKIP","G","saut_univers","G2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G3_MISSING","G","manquant_univers","G3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G3_SKIP","G","saut_univers","G3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G3_SPECIAL","G","code_special_autorise","G3","questionnaire","hypothese_apurement","documente_questionnaire_action_a_valider","export_excel_diagnostic",19,"document/08_G/Q_G_G3_SPECIAL.xlsx","interne","OK","",FALSE
"Q_G_G4_DOMAIN","G","domaine","G4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G4_MISSING","G","manquant_univers","G4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G4_SKIP","G","saut_univers","G4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G4A_MISSING","G","manquant_univers","G4A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G4A_SKIP","G","saut_univers","G4A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G5_DOMAIN","G","domaine","G5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G5_MISSING","G","manquant_univers","G5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G5_SKIP","G","saut_univers","G5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G5A_MISSING","G","manquant_univers","G5A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G5A_SKIP","G","saut_univers","G5A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G6_MISSING","G","manquant_univers","G6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G6_SKIP","G","saut_univers","G6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G7_DOMAIN","G","domaine","G7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G7_MISSING","G","manquant_univers","G7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G7_SKIP","G","saut_univers","G7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G7A_DOMAIN","G","domaine","G7A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G7A_MISSING","G","manquant_univers","G7A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_G7A_SKIP","G","saut_univers","G7A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_HHG_debut_MISSING","G","manquant_univers","HHG_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_HHG_debut_SKIP","G","saut_univers","HHG_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_HHG_fin_MISSING","G","manquant_univers","HHG_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_G_HHG_fin_SKIP","G","saut_univers","HHG_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H1_DOMAIN","H","domaine","H1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H1_MISSING","H","manquant_univers","H1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H1_SKIP","H","saut_univers","H1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H2_DOMAIN","H","domaine","H2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H2_MISSING","H","manquant_univers","H2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H2_SKIP","H","saut_univers","H2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H3_MISSING","H","manquant_univers","H3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H3_SKIP","H","saut_univers","H3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H3_SPECIAL","H","code_special_autorise","H3","questionnaire","hypothese_apurement","documente_questionnaire_action_a_valider","export_excel_diagnostic",128,"document/09_H/Q_H_H3_SPECIAL.xlsx","interne","OK","",FALSE
"Q_H_H3A_DOMAIN","H","domaine","H3A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H3A_MISSING","H","manquant_univers","H3A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H3A_SKIP","H","saut_univers","H3A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H4_DOMAIN","H","domaine","H4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H4_MISSING","H","manquant_univers","H4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H4_SKIP","H","saut_univers","H4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H4A_MISSING","H","manquant_univers","H4A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H4A_SKIP","H","saut_univers","H4A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H5_MISSING","H","manquant_univers","H5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H5_SKIP","H","saut_univers","H5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H5_SPECIAL","H","code_special_autorise","H5","questionnaire","hypothese_apurement","documente_questionnaire_action_a_valider","export_excel_diagnostic",98,"document/09_H/Q_H_H5_SPECIAL.xlsx","interne","OK","",FALSE
"Q_H_H5_VALIDATION_1","H","validation","H5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/09_H/Q_H_H5_VALIDATION_1.xlsx","interne","OK","",FALSE
"Q_H_H5A_DOMAIN","H","domaine","H5A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H5A_MISSING","H","manquant_univers","H5A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_H5A_SKIP","H","saut_univers","H5A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_HHH_debut_MISSING","H","manquant_univers","HHH_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_HHH_debut_SKIP","H","saut_univers","HHH_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_HHH_fin_MISSING","H","manquant_univers","HHH_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_H_HHH_fin_SKIP","H","saut_univers","HHH_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_HHI_debut_MISSING","I","manquant_univers","HHI_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_HHI_debut_SKIP","I","saut_univers","HHI_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_HHI_fin_MISSING","I","manquant_univers","HHI_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_HHI_fin_SKIP","I","saut_univers","HHI_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I1_DOMAIN","I","domaine","I1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I1_MISSING","I","manquant_univers","I1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I1_SKIP","I","saut_univers","I1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I2_DOMAIN","I","domaine","I2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I2_MISSING","I","manquant_univers","I2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I2_SKIP","I","saut_univers","I2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I2X_MISSING","I","manquant_univers","I2X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I2X_SKIP","I","saut_univers","I2X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I3_DOMAIN","I","domaine","I3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I3_MISSING","I","manquant_univers","I3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I3_SKIP","I","saut_univers","I3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I3X_MISSING","I","manquant_univers","I3X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_I_I3X_SKIP","I","saut_univers","I3X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_HHJ_debut_MISSING","J","manquant_univers","HHJ_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_HHJ_debut_SKIP","J","saut_univers","HHJ_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_HHJ_fin_MISSING","J","manquant_univers","HHJ_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_HHJ_fin_SKIP","J","saut_univers","HHJ_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0_DOMAIN","J","domaine","J0","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0_MISSING","J","manquant_univers","J0","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0_SKIP","J","saut_univers","J0","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0A_DOMAIN","J","domaine","J0A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0A_MISSING","J","manquant_univers","J0A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0A_SKIP","J","saut_univers","J0A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0B_DOMAIN","J","domaine","J0B","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0B_MISSING","J","manquant_univers","J0B","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J0B_SKIP","J","saut_univers","J0B","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J1_DOMAIN","J","domaine","J1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J1_MISSING","J","manquant_univers","J1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J1_SKIP","J","saut_univers","J1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J1X_MISSING","J","manquant_univers","J1X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J1X_SKIP","J","saut_univers","J1X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J2_DOMAIN","J","domaine","J2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J2_MISSING","J","manquant_univers","J2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J2_SKIP","J","saut_univers","J2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J3_DOMAIN","J","domaine","J3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J3_MISSING","J","manquant_univers","J3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_J_J3_SKIP","J","saut_univers","J3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_HHK_debut_MISSING","K","manquant_univers","HHK_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_HHK_debut_SKIP","K","saut_univers","HHK_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_HHK_fin_MISSING","K","manquant_univers","HHK_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_HHK_fin_SKIP","K","saut_univers","HHK_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K1_DOMAIN","K","domaine","K1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K1_MISSING","K","manquant_univers","K1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K1_SKIP","K","saut_univers","K1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K2_DOMAIN","K","domaine","K2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K2_MISSING","K","manquant_univers","K2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K2_SKIP","K","saut_univers","K2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K3_DOMAIN","K","domaine","K3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K3_MISSING","K","manquant_univers","K3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K3_SKIP","K","saut_univers","K3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K3X_MISSING","K","manquant_univers","K3X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K3X_SKIP","K","saut_univers","K3X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K4_DOMAIN","K","domaine","K4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K4_MISSING","K","manquant_univers","K4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K4_SKIP","K","saut_univers","K4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K4X_MISSING","K","manquant_univers","K4X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K4X_SKIP","K","saut_univers","K4X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__1","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__2","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__3","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__4","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__5","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__6","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__7","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_DOMAIN_K5__9","K","domaine_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_MISSING","K","manquant_univers_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5_SKIP","K","saut_univers_multiselect","K5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5X_MISSING","K","manquant_univers","K5X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K5X_SKIP","K","saut_univers","K5X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K6_DOMAIN","K","domaine","K6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K6_MISSING","K","manquant_univers","K6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K6_SKIP","K","saut_univers","K6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K7_DOMAIN","K","domaine","K7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K7_MISSING","K","manquant_univers","K7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_K_K7_SKIP","K","saut_univers","K7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_HHL_debut_MISSING","L","manquant_univers","HHL_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_HHL_debut_SKIP","L","saut_univers","HHL_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_HHL_fin_MISSING","L","manquant_univers","HHL_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_HHL_fin_SKIP","L","saut_univers","HHL_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L1_DOMAIN","L","domaine","L1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L1_MISSING","L","manquant_univers","L1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L1_SKIP","L","saut_univers","L1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L2_DOMAIN","L","domaine","L2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L2_MISSING","L","manquant_univers","L2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L2_SKIP","L","saut_univers","L2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L3_DOMAIN","L","domaine","L3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L3_MISSING","L","manquant_univers","L3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
