rule_id,section_code,section,variable,data_variables,check_type,condition_questionnaire,condition_stata,condition_status,rule_expression_stata,source_regle,scope_stata,scope_source,scope_status,decision_status,action,script
Q_D_D5_DOMAIN_D5__1,D,D. MENAGE,D5,D5__1,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__1, 0, 1) & !missing(D5__1) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__2,D,D. MENAGE,D5,D5__2,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__2, 0, 1) & !missing(D5__2) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__3,D,D. MENAGE,D5,D5__3,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__3, 0, 1) & !missing(D5__3) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__4,D,D. MENAGE,D5,D5__4,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__4, 0, 1) & !missing(D5__4) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__5,D,D. MENAGE,D5,D5__5,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__5, 0, 1) & !missing(D5__5) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__6,D,D. MENAGE,D5,D5__6,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__6, 0, 1) & !missing(D5__6) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__7,D,D. MENAGE,D5,D5__7,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__7, 0, 1) & !missing(D5__7) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__8,D,D. MENAGE,D5,D5__8,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__8, 0, 1) & !missing(D5__8) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__9,D,D. MENAGE,D5,D5__9,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__9, 0, 1) & !missing(D5__9) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__10,D,D. MENAGE,D5,D5__10,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__10, 0, 1) & !missing(D5__10) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_DOMAIN_D5__11,D,D. MENAGE,D5,D5__11,domaine_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"!inlist(D5__11, 0, 1) & !missing(D5__11) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_D5_VALIDATION_1,D,D. MENAGE,D5,D5__1|D5__2|D5__3|D5__4|D5__5|D5__6|D5__7|D5__8|D5__9|D5__10|D5__11,validation_multiselect,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,(!missing(D5__1) | !missing(D5__2) | !missing(D5__3) | !missing(D5__4) | !missing(D5__5) | !missing(D5__6) | !missing(D5__7) | !missing(D5__8) | !missing(D5__9) | !missing(D5__10) | !missing(D5__11)) & (((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin))) & !(!(((!missing(D5__11) & (D5__11 == 1))) & (D5__1 + D5__2 + D5__3 + D5__4 + D5__5 + D5__6 + D5__7 + D5__8 + D5__9 + D5__10 + D5__11) > 1)) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_HHD_fin_MISSING,D,D. MENAGE,HHD_fin,HHD_fin,manquant_univers,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"((missing(HHD_fin) | trim(HHD_fin) == """")) & (((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_D_HHD_fin_SKIP,D,D. MENAGE,HHD_fin,HHD_fin,saut_univers,(consentement==1 && HHC_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin)),translated,"((!missing(HHD_fin) & trim(HHD_fin) != """")) & !(((!missing(consentement) & (consentement == 1)) & !missing(HHC_fin))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_05_D_D_MENAGE.do
Q_E_HHE_debut_MISSING,E,E. STATUT D'ACTIVITE,HHE_debut,HHE_debut,manquant_univers,(consentement==1 && HHD_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)),translated,"((missing(HHE_debut) | trim(HHE_debut) == """")) & (((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_HHE_debut_SKIP,E,E. STATUT D'ACTIVITE,HHE_debut,HHE_debut,saut_univers,(consentement==1 && HHD_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)),translated,"((!missing(HHE_debut) & trim(HHE_debut) != """")) & !(((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E1_MISSING,E,E. STATUT D'ACTIVITE,E1,E1,manquant_univers,(consentement==1 && HHD_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)),translated,(missing(E1)) & (((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E1_SKIP,E,E. STATUT D'ACTIVITE,E1,E1,saut_univers,(consentement==1 && HHD_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)),translated,(!missing(E1)) & !(((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E1_DOMAIN,E,E. STATUT D'ACTIVITE,E1,E1,domaine,(consentement==1 && HHD_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)),translated,"!((inlist(E1, 1, 2))) & (!missing(E1)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E2_MISSING,E,E. STATUT D'ACTIVITE,E2,E2,manquant_univers,(consentement==1 && HHD_fin!=null) && (E1==2),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2))),translated,(missing(E2)) & (((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E2_SKIP,E,E. STATUT D'ACTIVITE,E2,E2,saut_univers,(consentement==1 && HHD_fin!=null) && (E1==2),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2))),translated,(!missing(E2)) & !(((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E2_DOMAIN,E,E. STATUT D'ACTIVITE,E2,E2,domaine,(consentement==1 && HHD_fin!=null) && (E1==2),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2))),translated,"!((inlist(E2, 1, 2))) & (!missing(E2)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E3_MISSING,E,E. STATUT D'ACTIVITE,E3,E3,manquant_univers,(consentement==1 && HHD_fin!=null) && (E1==2 && E2==2),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2)) & (!missing(E2) & (E2 == 2))),translated,(missing(E3)) & (((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2)) & (!missing(E2) & (E2 == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E3_SKIP,E,E. STATUT D'ACTIVITE,E3,E3,saut_univers,(consentement==1 && HHD_fin!=null) && (E1==2 && E2==2),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2)) & (!missing(E2) & (E2 == 2))),translated,(!missing(E3)) & !(((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2)) & (!missing(E2) & (E2 == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E3_DOMAIN,E,E. STATUT D'ACTIVITE,E3,E3,domaine,(consentement==1 && HHD_fin!=null) && (E1==2 && E2==2),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E1) & (E1 == 2)) & (!missing(E2) & (E2 == 2))),translated,"!((inlist(E3, 1, 2))) & (!missing(E3)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E3A_MISSING,E,E. STATUT D'ACTIVITE,E3A,E3A,manquant_univers,(consentement==1 && HHD_fin!=null) && (E3==1),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E3) & (E3 == 1))),translated,(missing(E3A)) & (((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E3) & (E3 == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E3A_SKIP,E,E. STATUT D'ACTIVITE,E3A,E3A,saut_univers,(consentement==1 && HHD_fin!=null) && (E3==1),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E3) & (E3 == 1))),translated,(!missing(E3A)) & !(((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E3) & (E3 == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_E3A_DOMAIN,E,E. STATUT D'ACTIVITE,E3A,E3A,domaine,(consentement==1 && HHD_fin!=null) && (E3==1),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)) & ((!missing(E3) & (E3 == 1))),translated,"!((inlist(E3A, 1, 2))) & (!missing(E3A)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_EMPLOYE_COMPUTED,E,E. STATUT D'ACTIVITE,EMPLOYE,EMPLOYE,variable_calculee,(consentement==1 && HHD_fin!=null),,non_applicable,,questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,documenter_sans_corriger,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_HHE_fin_MISSING,E,E. STATUT D'ACTIVITE,HHE_fin,HHE_fin,manquant_univers,(consentement==1 && HHD_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)),translated,"((missing(HHE_fin) | trim(HHE_fin) == """")) & (((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_E_HHE_fin_SKIP,E,E. STATUT D'ACTIVITE,HHE_fin,HHE_fin,saut_univers,(consentement==1 && HHD_fin!=null),((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin)),translated,"((!missing(HHE_fin) & trim(HHE_fin) != """")) & !(((!missing(consentement) & (consentement == 1)) & !missing(HHD_fin))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_06_E_E_STATUT_D_ACTIVITE.do
Q_F_HHF_debut_MISSING,F,F. EMPLOI PRINCIPAL,HHF_debut,HHF_debut,manquant_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"((missing(HHF_debut) | trim(HHF_debut) == """")) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_HHF_debut_SKIP,F,F. EMPLOI PRINCIPAL,HHF_debut,HHF_debut,saut_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"((!missing(HHF_debut) & trim(HHF_debut) != """")) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F1_MISSING,F,F. EMPLOI PRINCIPAL,F1,F1,manquant_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(missing(F1)) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F1_SKIP,F,F. EMPLOI PRINCIPAL,F1,F1,saut_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(!missing(F1)) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F1_DOMAIN,F,F. EMPLOI PRINCIPAL,F1,F1,domaine,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"!((inlist(F1, 1, 2, 3, 4, 5, 7, 9))) & (!missing(F1)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F1X_MISSING,F,F. EMPLOI PRINCIPAL,F1X,F1X,manquant_univers,(consentement==1 && EMPLOYE==1) && (F1==9),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F1) & (F1 == 9))),translated,"((missing(F1X) | trim(F1X) == """")) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F1) & (F1 == 9)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F1X_SKIP,F,F. EMPLOI PRINCIPAL,F1X,F1X,saut_univers,(consentement==1 && EMPLOYE==1) && (F1==9),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F1) & (F1 == 9))),translated,"((!missing(F1X) & trim(F1X) != """")) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F1) & (F1 == 9)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F2_MISSING,F,F. EMPLOI PRINCIPAL,F2,F2,manquant_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(missing(F2)) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F2_SKIP,F,F. EMPLOI PRINCIPAL,F2,F2,saut_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(!missing(F2)) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F2_DOMAIN,F,F. EMPLOI PRINCIPAL,F2,F2,domaine,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"!((inlist(F2, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10) | inlist(F2, 11, 12, 13, 14, 99))) & (!missing(F2)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F2X_MISSING,F,F. EMPLOI PRINCIPAL,F2X,F2X,manquant_univers,(consentement==1 && EMPLOYE==1) && (F2==99),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F2) & (F2 == 99))),translated,"((missing(F2X) | trim(F2X) == """")) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F2) & (F2 == 99)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F2X_SKIP,F,F. EMPLOI PRINCIPAL,F2X,F2X,saut_univers,(consentement==1 && EMPLOYE==1) && (F2==99),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F2) & (F2 == 99))),translated,"((!missing(F2X) & trim(F2X) != """")) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F2) & (F2 == 99)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F3_MISSING,F,F. EMPLOI PRINCIPAL,F3,F3,manquant_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(missing(F3)) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F3_SKIP,F,F. EMPLOI PRINCIPAL,F3,F3,saut_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(!missing(F3)) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F3_DOMAIN,F,F. EMPLOI PRINCIPAL,F3,F3,domaine,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"!((inlist(F3, 1, 2, 3, 4, 5, 6, 7, 8, 9))) & (!missing(F3)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F3X_MISSING,F,F. EMPLOI PRINCIPAL,F3X,F3X,manquant_univers,(consentement==1 && EMPLOYE==1) && (F3==9),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F3) & (F3 == 9))),translated,"((missing(F3X) | trim(F3X) == """")) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F3) & (F3 == 9)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F3X_SKIP,F,F. EMPLOI PRINCIPAL,F3X,F3X,saut_univers,(consentement==1 && EMPLOYE==1) && (F3==9),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F3) & (F3 == 9))),translated,"((!missing(F3X) & trim(F3X) != """")) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))) & ((!missing(F3) & (F3 == 9)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F4_MISSING,F,F. EMPLOI PRINCIPAL,F4,F4,manquant_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(missing(F4)) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F4_SKIP,F,F. EMPLOI PRINCIPAL,F4,F4,saut_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,(!missing(F4)) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_F4_DOMAIN,F,F. EMPLOI PRINCIPAL,F4,F4,domaine,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"!((inlist(F4, 1, 2, 3, 4, 5))) & (!missing(F4)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_HHF_fin_MISSING,F,F. EMPLOI PRINCIPAL,HHF_fin,HHF_fin,manquant_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"((missing(HHF_fin) | trim(HHF_fin) == """")) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_F_HHF_fin_SKIP,F,F. EMPLOI PRINCIPAL,HHF_fin,HHF_fin,saut_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"((!missing(HHF_fin) & trim(HHF_fin) != """")) & !(((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_07_F_F_EMPLOI_PRINCIPAL.do
Q_G_HHG_debut_MISSING,G,G. QUALITE DE L'EMPLOI,HHG_debut,HHG_debut,manquant_univers,(consentement==1 && EMPLOYE==1),((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1))),translated,"((missing(HHG_debut) | trim(HHG_debut) == """")) & (((!missing(consentement) & (consentement == 1)) & (!missing(EMPLOYE) & (EMPLOYE == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_08_G_G_QUALITE_DE_L_EMPLOI.do
